"Species" "Domain" "Min.sup" "Max.sup" "Classif" "NaCl." "Unit" "Year" "Genus" "Family" "Order" "Class" "Phylum" "Kingdom"
"829" "Nesterenkonia pannonica" "B" 0 2.56673511293635 "Moderate" "s" "p" 2017 "Nesterenkonia" "Micrococcaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"830" "Salininema proteolyticum" "B" 0.513347022587269 2.56673511293635 "No Class" "s" "p" 2015 "Salininema" "Glycomycetaceae" "Glycomycetales" "Actinomycetes" "Actinomycetota" "Bacillati"
"831" "Tranquillimonas rosea" "B" 0.513347022587269 2.56673511293635 "Tolerant" "s" "p" 2014 "Tranquillimonas" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"832" "Virgibacillus indicus" "B" 0 2.56673511293635 "Moderate" "s" "p" 2018 "Virgibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"833" "Virgibacillus profundi" "B" 0.0855578370978782 2.56673511293635 "Moderate" "s" "p" 2018 "Virgibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"834" "Gracilibacillus lacisalsi" "B" 0.171115674195756 3.08008213552361 "No Class" "s" "p" 2008 "Gracilibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"835" "Lipingzhangella halophila" "B" 0.684462696783025 3.08008213552361 "No Class" "s" "p" 2016 "Lipingzhangella" "Nocardiopsidaceae" "Streptosporangiales" "Actinomycetes" "Actinomycetota" "Bacillati"
"836" "Marinobacter litoralis" "B" 0.0855578370978782 3.08008213552361 "Moderate" "s" "p" 2003 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"837" "Alkalicoccus chagannorensis" "B" 0.513347022587269 3.42231348391513 "Moderate" "s" "p" 2007 "Alkalicoccus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"838" "Cobetia marina" "B" 0 3.42231348391513 "Tolerant" "s" "p" 1987 "Cobetia" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"839" "Pontibacillus salicampi" "B" 0.171115674195756 3.42231348391513 "Moderate" "s" "p" 2015 "Pontibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"840" "Rhodosalinus sediminis" "B" 0.513347022587269 3.42231348391513 "Moderate" "s" "p" 2017 "Rhodosalinus" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"841" "Sediminibacillus terrae" "B" 0.0855578370978782 3.42231348391513 "Moderate" "s" "p" 2020 "Sediminibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"842" "Shouchella oshimensis" "B" 0 3.42231348391513 "Moderate" "s" "p" 2005 "Shouchella" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"843" "Streptohalobacillus salinus" "B" 0 3.42231348391513 "Moderate" "s" "p" 2011 "Streptohalobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"844" "Halomonas piezotolerans" "B" 0.0855578370978782 3.59342915811088 "Slight" "s" "p" 2020 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"845" "Terribacillus aidingensis" "B" 0.0855578370978782 3.59342915811088 "Moderate" "s" "p" 2010 "Terribacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"846" "Gracilibacillus bigeumensis" "B" 0.171115674195756 3.76454483230664 "Moderate" "s" "p" 2012 "Gracilibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"848" "Sediminibacillus albus" "B" 0 3.76454483230664 "Moderate" "s" "p" 2009 "Sediminibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"849" "Halomonas olivaria" "B" 0 4.27789185489391 "Moderate" "s" "p" 2014 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"851" "Sediminibacillus dalangtanensis" "B" 0 3.69609856262834 "Moderate" "s" "p" 2022 "Sediminibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"852" "Oceanobacillus limi" "B" 0.427789185489391 1.71115674195756 "Moderate" "s" "p" 2014 "Oceanobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"853" "Alkalispirochaeta sphaeroplastigenens" "B" 0 2.05338809034908 "No Class" "s" "p" 2013 "Alkalispirochaeta" "Spirochaetaceae" "Spirochaetales" "Spirochaetia" "Spirochaetota" "Pseudomonadati"
"854" "Aliicoccus persicus" "B" 0.0855578370978782 2.13894592744695 "Moderate" "s" "p" 2014 "Aliicoccus" "Staphylococcaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"855" "Alteribacillus bidgolensis" "B" 0.0855578370978782 2.13894592744695 "Moderate" "s" "p" 2012 "Alteribacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"856" "Ornithinibacillus halophilus" "B" 0.0855578370978782 2.13894592744695 "Moderate" "s" "p" 2013 "Ornithinibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"857" "Alcanivorax dieselolei" "B" 0.171115674195756 2.56673511293635 "No Class" "s" "p" 2005 "Alcanivorax" "Alcanivoracaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"858" "Alkaliphilus halophilus" "B" 0.0855578370978782 2.56673511293635 "Moderate" "s" "p" 2010 "Alkaliphilus" "Clostridiaceae" "Eubacteriales" "Clostridia" "Bacillota" "Bacillati"
"859" "Alteribacillus iranensis" "B" 0.427789185489391 2.56673511293635 "Moderate" "s" "p" 2012 "Alteribacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"860" "Halomonas anticariensis" "B" 0.0855578370978782 2.56673511293635 "Moderate" "s" "p" 2011 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"861" "Halomonas saccharevitans" "B" 0.0855578370978782 2.56673511293635 "Moderate" "s" "p" 2007 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"862" "Idiomarina aquatica" "B" 0.513347022587269 2.56673511293635 "Moderate" "s" "p" 2015 "Idiomarina" "Idiomarinaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"863" "Marinobacter lacisalsi" "B" 0.513347022587269 2.56673511293635 "Moderate" "s" "p" 2009 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"864" "Marinobacter lipolyticus" "B" 0.171115674195756 2.56673511293635 "Moderate" "s" "p" 2003 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"865" "Marinobacter oulmenensis" "B" 0.171115674195756 2.56673511293635 "Moderate" "s" "p" 2011 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"866" "Oceanobacillus halophilus" "B" 0.513347022587269 2.56673511293635 "Moderate" "s" "p" 2016 "Oceanobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"868" "Halomonas eurihalina" "B" 0.256673511293635 3.42231348391513 "Moderate" "s" "p" 1990 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"869" "Halomonas fontilapidosi" "B" 0.513347022587269 3.42231348391513 "Moderate" "s" "p" 2009 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"871" "Halomonas lutescens" "B" 0 3.42231348391513 "Moderate" "s" "p" 2016 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"872" "Halomonas nitroreducens" "B" 0.513347022587269 3.42231348391513 "Moderate" "s" "p" 2008 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"875" "Halomonas urmiana" "B" 0.0855578370978782 3.42231348391513 "Moderate" "s" "p" 2020 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"876" "Sediminibacillus halophilus" "B" 0 3.42231348391513 "Moderate" "s" "p" 2008 "Sediminibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"877" "Saliterribacillus persicus" "B" 0.0855578370978782 3.85010266940452 "Moderate" "s" "p" 2013 "Saliterribacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"880" "Halomonas sabkhae" "B" 0.855578370978782 4.27789185489391 "Moderate" "s" "p" 2008 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"881" "Marinobacter denitrificans" "B" 0.513347022587269 4.27789185489391 "No Class" "s" "p" 2020 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"882" "Salinicola endophyticus" "B" 0 4.27789185489391 "Moderate" "s" "p" 2019 "Salinicola" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"883" "Halomonas ramblicola" "B" 0.171115674195756 5.13347022587269 "Moderate" "s" "p" 2012 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"884" "Salinicola lusitanus" "B" 0 5.13347022587269 "Moderate" "s" "p" 2019 "Salinicola" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"885" "Croceibacterium salegens" "B" 0.342231348391513 1.71115674195756 "Slight" "s" "p" 2017 "Croceibacterium" "Erythrobacteraceae" "Sphingomonadales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"886" "Oceaniglobus indicus" "B" 0.0855578370978782 1.71115674195756 "Tolerant" "s" "p" 2017 "Oceaniglobus" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"887" "Pseudodesulfovibrio profundus" "B" 0.0342231348391513 1.71115674195756 "Moderate" "s" "p" 1997 "Pseudodesulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"888" "Ruania rhizosphaerae" "B" 0 1.88227241615332 "Moderate" "s" "p" 2021 "Ruania" "Ruaniaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"889" "Amorphus orientalis" "B" 0.0855578370978782 2.05338809034908 "Moderate" "s" "p" 2010 "Amorphus" "Acuticoccaceae" "Hyphomicrobiales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"890" "Celerinatantimonas yamalensis " "B" 0.342231348391513 2.05338809034908 "Moderate" "s" "p" 2013 "Celerinatantimonas" "Celerinatantimonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"891" "Methylarcula marina" "B" 0.00855578370978782 2.05338809034908 "Moderate" "s" "p" 2000 "Methylarcula" "Paracoccaceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"892" "Salipaludibacillus daqingensis" "B" 0.171115674195756 2.05338809034908 "Moderate" "s" "p" 2023 "Salipaludibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"893" "Streptomyces chilikensis" "B" 0.342231348391513 2.05338809034908 "No Class" "s" "p" 2013 "Streptomyces" "Streptomycetaceae" "Kitasatosporales" "Actinomycetes" "Actinomycetota" "Bacillati"
"894" "Aquibacillus kalidii" "B" 0 2.39561943874059 "Moderate" "s" "p" 2021 "Aquibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"895" "Alcanivorax hongdengensis" "B" 0.0855578370978782 2.56673511293635 "Moderate" "s" "p" 2009 "Alcanivorax" "Alcanivoracaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"896" "Aureibacillus halotolerans" "B" 0 2.56673511293635 "Tolerant" "s" "p" 2015 "Aureibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"897" "Brachybacterium saurashtrense" "B" 0 2.56673511293635 "Tolerant" "s" "p" 2011 "Brachybacterium" "Dermabacteraceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"898" "Halobacillus andaensis" "B" 0.513347022587269 2.56673511293635 "Moderate" "s" "p" 2015 "Halobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"899" "Halomonas daqiaonensis" "B" 0.342231348391513 2.56673511293635 "Moderate" "s" "p" 2011 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"900" "Lentibacillus populi" "B" 0 2.56673511293635 "Moderate" "s" "p" 2016 "Lentibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"901" "Marinobacter panjinensis" "B" 0.0342231348391513 2.56673511293635 "Moderate" "s" "p" 2023 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"902" "Marinobacter segnicrescens " "B" 0.171115674195756 2.56673511293635 "Moderate" "s" "p" 2007 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"903" "Paracoccus saliphilus" "B" 0.171115674195756 2.56673511293635 "Moderate" "s" "p" 2009 "Paracoccus" "Paracoccaceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"904" "Roseicitreum antarcticum" "B" 0 2.56673511293635 "Moderate" "s" "p" 2011 "Roseicitreum" "Paracoccaceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"905" "Thalassobacillus cyri" "B" 0.171115674195756 2.56673511293635 "Moderate" "s" "p" 2009 "Thalassobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"906" "Gracilimonas halophila" "B" 0.342231348391513 2.7378507871321 "Moderate" "s" "p" 2017 "Gracilimonas" "Balneolaceae" "Balneolales" "Balneolia" "Balneolota" "Pseudomonadati"
"907" "Psychroflexus halocasei" "B" 0.427789185489391 2.7378507871321 "Moderate" "s" "p" 2012 "Psychroflexus" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"908" "Salirhabdus salicampi" "B" 0 2.7378507871321 "Tolerant" "s" "p" 2017 "Salirhabdus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"909" "Halomonas diversa" "B" 0 3.25119780971937 "Moderate" "s" "p" 2021 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"910" "Marinobacter halophilus" "B" 0 3.42231348391513 "No Class" "s" "p" 2015 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"911" "Marinobacter koreensis" "B" 0.0855578370978782 3.42231348391513 "Moderate" "s" "p" 2006 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"912" "Pontibacillus yanchengensis" "B" 0.513347022587269 3.42231348391513 "Moderate" "s" "p" 2011 "Pontibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"913" "Tenuibacillus multivorans" "B" 0.171115674195756 3.42231348391513 "Moderate" "s" "p" 2005 "Tenuibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"914" "Halobacillus seohaensis" "B" 0.171115674195756 3.59342915811088 "Moderate" "s" "p" 2008 "Halobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"915" "Jeotgalicoccus huakuii" "B" 0 3.9356605065024 "Tolerant" "s" "p" 2010 "Jeotgalicoccus" "Staphylococcaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"916" "Lentibacillus salicampi" "B" 0.342231348391513 3.9356605065024 "Moderate" "s" "p" 2002 "Lentibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"917" "Halomonas icarae" "B" 0 4.10677618069815 "Moderate" "s" "p" 2021 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"918" "Phytoactinopolyspora halophila" "B" 0.342231348391513 4.10677618069815 "Moderate" "s" "p" 2019 "Phytoactinopolyspora" "Jiangellaceae" "Jiangellales" "Actinomycetes" "Actinomycetota" "Bacillati"
"919" "Salinicoccus halodurans" "B" 0 4.10677618069815 "Moderate" "s" "p" 2008 "Salinicoccus" "Staphylococcaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"920" "Alkalihalobacillus hemicentroti" "B" 0.0855578370978782 4.27789185489391 "Moderate" "s" "p" 2011 "Alkalihalobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"921" "Chromohalobacter sarecensis" "B" 0 4.27789185489391 "Moderate" "s" "p" 2004 "Chromohalobacter" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"922" "Halomonas titanicae" "B" 0.0855578370978782 4.27789185489391 "Moderate" "s" "p" 2010 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"923" "Longimonas halophila" "B" 0.684462696783025 4.27789185489391 "No Class" "s" "p" 2015 "Longimonas" "Salisaetaceae" "Rhodothermales" "Rhodothermia" "Rhodothermota" "Pseudomonadati"
"924" "Salinicoccus amylolyticus" "B" 0 4.27789185489391 "Moderate" "s" "p" 2016 "Salinicoccus" "Staphylococcaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"926" "Alkalilimnicola halodurans" "B" 0 4.79123887748118 "Moderate" "s" "p" 2001 "Alkalilimnicola" "Ectothiorhodospiraceae" "Chromatiales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"927" "Halomonas elongata" "B" 0 5.4757015742642 "Extreme" "s" "p" 1980 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"928" "Halomonas urumqiensis" "B" 0.222450376454483 4.32922655715264 "Moderate" "s" "p" 2016 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"929" "Fuchsiella alkaliacetigena" "B" 0 2.39561943874059 "Tolerant" "s" "p" 2012 "Fuchsiella" "Halobacteroidaceae" "Halanaerobiales" "Clostridia" "Bacillota" "Bacillati"
"930" "Mangrovivirga cuniculi" "B" 0.513347022587269 1.88227241615332 "Moderate" "s" "p" 2021 "Mangrovivirga" "Mangrovivirgaceae" "Cytophagales" "Cytophagia" "Bacteroidota" "Pseudomonadati"
"931" "Rhodovulum mangrovi" "B" 0 2.05338809034908 "No Class" "s" "p" 2014 "Rhodovulum" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"932" "Maritalea mediterranea" "B" 0 2.13894592744695 "No Class" "s" "p" 2023 "Maritalea" "Devosiaceae" "Hyphomicrobiales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"933" "Gracilimonas mengyeensis" "B" 0.342231348391513 2.56673511293635 "Moderate" "s" "p" 2013 "Gracilimonas" "Balneolaceae" "Balneolales" "Balneolia" "Balneolota" "Pseudomonadati"
"934" "Marivirga aurantiaca" "B" 0.342231348391513 2.56673511293635 "No Class" "s" "p" 2023 "Marivirga" "Marivirgaceae" "Cytophagales" "Cytophagia" "Bacteroidota" "Pseudomonadati"
"935" "Vibrio zhugei" "B" 0.171115674195756 2.90896646132786 "Moderate" "s" "p" 2019 "Vibrio" "Vibrionaceae" "Vibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"936" "Halalkalibacillus sediminis" "B" 0 3.76454483230664 "Moderate" "s" "p" 2020 "Halalkalibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"937" "Halanaerobium salsuginis" "B" 1.02669404517454 4.10677618069815 "Moderate" "s" "p" 1994 "Halanaerobium" "Halanaerobiaceae" "Halanaerobiales" "Clostridia" "Bacillota" "Bacillati"
"938" "Virgibacillus subterraneus" "B" 0 4.27789185489391 "Moderate" "s" "p" 2010 "Virgibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"939" "Salisediminibacterium halotolerans" "B" 0.513347022587269 5.13347022587269 "No Class" "s" "p" 2012 "Salisediminibacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"940" "Halomonas lactosivorans" "B" 0.171115674195756 2.05338809034908 "No Class" "s" "p" 2020 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"941" "Salibacterium nitratireducens" "B" 0 2.05338809034908 "Tolerant" "s" "p" 2018 "Salibacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"942" "Corynebacterium humireducens" "B" 0 2.22450376454483 "Tolerant" "s" "p" 2011 "Corynebacterium" "Corynebacteriaceae" "Mycobacteriales" "Actinomycetes" "Actinomycetota" "Bacillati"
"943" "Aliidiomarina shirensis" "B" 0.0855578370978782 2.56673511293635 "No Class" "s" "p" 2014 "Aliidiomarina" "Idiomarinaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"944" "Alteromonas hispanica" "B" 1.28336755646817 2.56673511293635 "Moderate" "s" "p" 2005 "Alteromonas" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"945" "Georgenia halophila" "B" 0.171115674195756 2.56673511293635 "No Class" "s" "p" 2010 "Georgenia" "Bogoriellaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"946" "Gracilibacillus salinarum" "B" 0 2.56673511293635 "Tolerant" "s" "p" 2023 "Gracilibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"947" "Halomonas beimenensis" "B" 0 2.56673511293635 "No Class" "s" "p" 2012 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"948" "Halomonas desiderata" "B" 0.171115674195756 2.56673511293635 "Moderate" "s" "p" 1997 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"950" "Halomonas muralis" "B" 0 2.56673511293635 "No Class" "s" "p" 2002 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"951" "Halomonas stenophila" "B" 0.513347022587269 2.56673511293635 "Moderate" "s" "p" 2011 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
